ID,Close Date,Created Date,New Logo,Type,Stage,Billing Plan, ACV , Discount Amount , Amount , Net Amount 
1375,1/14/16,12/21/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1376,3/31/16,8/11/15,0,Partner - OnPremise Product,Closed Lost,,5500,,5500,5500
1377,4/11/16,1/19/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1378,3/18/16,1/8/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,42000,99000,225000,126000
1379,3/2/16,8/28/15,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1380,7/6/16,10/5/15,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1381,2/18/16,11/2/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1382,1/19/16,10/7/15,0,Partner - OnPremise Product,Closed Lost,,17900,,17900,17900
1383,7/6/16,11/2/15,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1384,1/19/16,8/24/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1385,1/22/16,1/5/16,0,Partner - OnPremise Product,Closed Lost,,23000,,23000,23000
1386,3/21/16,1/6/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1387,2/29/16,12/14/15,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1388,6/24/16,1/19/16,0,Direct - OnPremise Product,Closed Lost,2 Years,14740,14520,44000,29480
1389,2/12/16,1/7/16,0,Partner - OnPremise Product,Closed Lost,,54000,66000,120000,54000
1390,10/4/16,1/29/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1391,4/4/16,1/25/16,0,Direct - OnPremise Product,Closed Lost,,65000,,65000,65000
1392,3/22/16,1/26/16,1,Direct - OnPremise Product,Closed Won - Paid,3 Years,13970,24090,66000,41910
1393,2/3/16,2/2/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1394,10/4/16,2/4/16,0,Partner - OnPremise Product,Closed Lost,,23000,,23000,23000
1395,4/7/16,2/5/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1396,4/21/16,1/28/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1397,3/18/16,2/3/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,18040,7920,44000,36080
1398,3/28/16,2/3/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1399,2/8/16,1/20/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,17600,43200,96000,52800
1400,2/25/16,2/9/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,19800,2200,22000,19800
1401,3/31/16,1/21/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,19712,36864,96000,59136
1402,10/4/16,2/8/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1403,3/2/16,2/8/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1404,1/29/16,1/22/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,17914,5356,23270,17914
1405,3/22/16,2/12/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1406,4/19/16,2/17/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1407,7/6/16,2/16/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1408,2/19/16,2/17/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1409,7/6/16,2/18/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1410,6/24/16,2/18/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1411,10/5/16,2/19/16,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1412,3/18/16,2/29/16,1,Direct - OnPremise Product,Closed Won - Paid,Annual,22000,10000,32000,22000
1413,1/4/17,2/29/16,0,Partner - OnPremise Product,Closed Lost,,453198,370802,824000,453198
1414,3/31/16,3/1/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,15000,14001,44000,29999
1415,10/12/16,3/1/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1416,10/4/16,3/2/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1417,4/7/16,3/7/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1418,4/21/16,3/8/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1419,7/6/16,3/11/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1420,3/31/16,3/15/16,0,Partner - OnPremise Product,Closed Lost,3 Years,20800,33600,96000,62400
1421,3/29/16,3/17/16,0,Direct - OnPremise Product,Closed Lost,3 Years,16500,16500,66000,49500
1422,6/21/16,3/18/16,0,Partner - OnPremise Product,Closed Lost,,44000,,44000,44000
1423,7/6/16,3/18/16,0,Partner - OnPremise Product,Closed Lost,,75000,,75000,75000
1424,6/2/16,3/22/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,24000,16000,64000,48000
1425,3/31/16,3/22/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,17600,43200,96000,52800
1426,7/6/17,3/22/16,1,Partner - Cloud Product,Closed Lost,2 Years,73500,       ,147000,147000
1427,3/24/16,3/23/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1428,7/6/16,3/29/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1429,9/23/16,3/29/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,24960,14080,64000,49920
1430,8/9/16,5/18/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1431,11/1/16,5/19/16,0,Direct - OnPremise Product,Closed Lost,,50000,       ,50000,50000
1432,1/10/17,5/20/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1433,8/3/16,5/24/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,22000,       ,22000,22000
1434,9/29/16,5/24/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,59702,51450,147000,95550
1435,4/5/17,5/25/16,0,Partner - OnPremise Product,Closed Lost,2 Years,18700,6600,44000,37400
1436,7/5/16,5/25/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1437,6/23/16,5/26/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,22700,18600,64000,45400
1438,6/24/16,5/26/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,17380,9240,44000,34760
1439,6/30/16,5/27/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,16500,16500,66000,49500
1440,6/24/16,4/5/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1441,5/3/16,4/5/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1442,7/6/16,4/5/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1443,7/13/16,4/5/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1444,4/19/16,4/5/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1445,4/25/16,4/6/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,18700,6600,44000,37400
1446,5/5/16,4/6/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,20480,34560,96000,61440
1447,5/20/16,4/6/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,17006,9988,44000,34012
1448,4/6/17,4/6/16,0,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1449,10/11/16,4/8/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1450,6/30/16,4/15/16,1,Partner - Cloud Product,Closed Won - Not Paid,3 Years,33252,33600,96000,62400
1451,6/28/16,4/19/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,30400,1600,32000,30400
1452,9/30/16,4/19/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,30000,135000,225000,90000
1453,6/1/16,4/20/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1454,7/6/16,4/21/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1455,8/8/16,4/24/16,0,Direct - OnPremise Product,Closed Lost,,49500,16500,66000,49500
1456,6/27/16,4/28/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,17600,13200,66000,52800
1457,6/30/16,4/28/16,1,Partner - OnPremise Product,Closed Won - Not Paid,2 Years,19200,25600,64000,38400
1458,4/29/16,4/29/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,17160,14520,66000,51480
1459,10/26/16,5/3/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1460,1/17/17,5/3/16,0,Partner - OnPremise Product,Closed Lost,,44000,,44000,44000
1461,6/17/16,5/5/16,1,Partner - OnPremise Product,Closed Won - Paid,Annual,28800,3200,32000,28800
1462,5/31/16,5/6/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,15994,12012,44000,31988
1463,7/11/16,5/11/16,0,Partner - OnPremise Product,Closed Lost,,22000,,22000,22000
1464,8/8/16,5/12/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1465,9/26/16,5/17/16,0,Partner - OnPremise Product,Closed Lost,,100000,,100000,100000
1466,10/24/16,9/6/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1467,9/27/16,9/7/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1468,2/28/17,9/9/16,0,Partner - Cloud Product,Closed Lost,3 Years,56326,44835,147000,102165
1469,2/6/17,9/13/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,52401,10290,102900,92610
1470,10/7/16,9/19/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1471,1/9/17,9/19/16,0,Partner - Cloud Product,Closed Lost,,,33600,96000,62400
1472,4/10/17,9/19/16,0,Direct - Cloud Product,Closed Lost,3 Years,16667,29400,147000,117600
1473,9/30/16,6/14/16,0,Direct - Cloud Product,Closed Lost,Annual,36056,1100,22000,20900
1474,9/29/16,6/15/16,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,16500,16500,66000,49500
1475,6/30/16,6/27/16,1,Direct - OnPremise Product,Closed Won - Paid,2 Years,17600,8800,44000,35200
1476,7/7/16,7/6/16,1,Partner - OnPremise Product,Closed Won - Paid,2 Years,17600,8800,44000,35200
1477,8/9/16,7/12/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1478,8/12/16,7/22/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1479,10/11/16,7/22/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1480,10/5/16,7/27/16,0,Partner - OnPremise Product,Closed Lost,,76800,19200,96000,76800
1481,9/7/16,8/8/16,0,Partner - OnPremise Product,Closed Lost,,64000,,64000,64000
1482,1/5/17,8/10/16,0,Direct - OnPremise Product,Closed Lost,,22000,,22000,22000
1483,10/4/16,8/15/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1484,1/5/17,8/16/16,0,Partner - OnPremise Product,Closed Lost,,54400,9600,64000,54400
1485,10/13/16,8/17/16,0,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1486,7/6/17,8/23/16,1,Direct - OnPremise Product,Closed Lost,Annual,75000,,75000,75000
1487,4/11/17,8/24/16,0,Direct - OnPremise Product,Closed Lost,Annual,22000,,22000,22000
1488,10/18/16,9/22/16,0,Direct - OnPremise Product,Closed Lost,,44000,,44000,44000
1489,10/4/16,9/25/16,0,Direct - OnPremise Product,Closed Lost,,38163,8377,46540,38163
1490,12/5/16,9/26/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,55755,58800,147000,88200
1491,11/15/16,9/27/16,0,Partner - Cloud Product,Closed Lost,,,,45000,45000
1492,11/7/16,10/5/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1493,4/7/17,10/18/16,0,Direct - Cloud Product,Closed Lost,Annual,50000,,22000,22000
1494,1/12/17,10/19/16,0,Direct - Cloud Product,Closed Lost,,,,50000,50000
1495,12/22/16,10/24/16,0,Partner - Cloud Product,Closed Lost,,,       ,50000,50000
1496,2/17/17,10/25/16,1,Partner - Cloud Product,Closed Won - Paid,3 Years,43609,28800,96000,67200
1497,11/23/16,10/28/16,0,Direct - OnPremise Product,Closed Lost,,38720,5280,44000,38720
1498,12/5/16,10/28/16,0,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1499,7/25/17,5/22/17,1,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1500,7/20/17,5/25/17,1,Partner - OnPremise Product,Closed Lost,,32000,,32000,32000
1501,2/4/16,9/17/15,0,Direct - OnPremise Product,Closed Lost,,17900,,17900,17900
1502,10/4/16,2/5/16,0,Partner - OnPremise Product,Closed Lost,,60000,,60000,60000
1503,11/4/16,9/21/16,0,Direct - OnPremise Product,Closed Lost,Annual,55000,20000,75000,55000
1504,9/6/17,5/24/17,1,Direct - OnPremise Product,Closed Lost,,32000,,32000,32000
1505,1/18/17,1/11/17,1,Partner - OnPremise Product,Closed Won - Paid,3 Years,20900,3300,66000,62700
